SnO2 ● Tin Oxide
Wavelength = 0.9764Å
32.075	393.63
32.1	462.34
32.125	470.07
32.15	412.12
32.175	319.57
32.2	225.43
32.225	148.16
32.25	93.48
32.275	59.06
32.3	39.14
32.325	27.99
32.35	21.55
32.375	17.49
32.4	14.66
32.425	12.52
32.45	10.84
32.475	9.48
32.5	8.36
32.525	7.43
32.55	6.65
32.575	5.99
32.6	5.43
32.625	4.95
32.65	4.53
32.675	4.17
32.7	3.85
32.725	3.57
32.75	3.33
32.775	3.11
32.8	2.92
32.825	2.75
32.85	2.6
32.875	2.46
32.9	2.34
32.925	2.23
32.95	2.14
32.975	2.05
33.0	2.0
33.025	1.94
33.05	1.88
33.075	1.83
33.1	1.8
33.125	1.76
33.15	1.74
33.175	1.73
33.2	1.72
33.225	1.72
33.25	1.73
33.275	1.75
33.3	1.78
33.325	1.82
33.35	1.87
33.375	1.94
33.4	2.03
33.425	2.14
33.45	2.27
33.475	2.43
33.5	2.63
33.525	2.88
33.55	3.19
33.575	3.58
33.6	4.09
33.625	4.78
33.65	5.81
33.675	7.5
33.7	10.48
33.725	15.8
33.75	24.8
33.775	38.67
33.8	57.52
33.825	79.36
33.85	99.06
33.875	108.6
33.9	102.54
33.925	84.45
33.95	62.5
33.975	42.64
34.0	27.52
34.025	17.42
34.05	11.34
34.075	7.89
34.1	5.94
34.125	4.77
34.15	4.0
34.175	3.43
34.2	2.99
34.225	2.64
34.25	2.35
34.275	2.11
34.3	1.91
34.325	1.74
34.35	1.6
34.375	1.48
34.4	1.37
34.425	1.28
34.45	1.2
34.475	1.15
34.5	1.08
34.525	1.03
34.55	0.98
34.575	0.94
34.6	0.9
34.625	0.87
34.65	0.84
34.675	0.81
34.7	0.79
34.725	0.77
34.75	0.75
34.775	0.74
34.8	0.72
34.825	0.71
34.85	0.71
34.875	0.7
34.9	0.7
34.925	0.7
34.95	0.7
34.975	0.71
35.0	0.72
35.025	0.73
35.05	0.75
35.075	0.77
35.1	0.79
35.125	0.82
35.15	0.85
35.175	0.9
35.2	0.95
35.225	1.01
35.25	1.08
35.275	1.17
35.3	1.28
35.325	1.41
35.35	1.57
35.375	1.77
